pixel_id,lat,lon,min_lat,max_lat,min_lon,max_lon,MgO,Al2O3,SiO2,CaO,TiO2,FeO,K,Th,U,terrane,source
414,-35.0,129.0,-37.5,-32.5,126.0,132.0,4.303,23.619,49.477,15.355,0.36776,5.4166,426.85,0.57045,0.15473,highlands,LP-GRS (Prettyman et al. 2006)
415,-35.0,135.0,-37.5,-32.5,132.0,138.0,5.573,26.151999999999997,44.285,16.866999999999997,0.473,4.92,462.09,0.52225,0.14157,highlands,LP-GRS (Prettyman et al. 2006)
416,-35.0,141.0,-37.5,-32.5,138.0,144.0,7.5486,21.067,47.258,15.899,0.57624,5.9495,349.28,0.81029,0.22021,highlands,LP-GRS (Prettyman et al. 2006)
417,-35.0,147.0,-37.5,-32.5,144.0,150.0,8.1993,21.234,47.535,14.906,0.24697,5.6934,406.55,0.93493,0.25424,highlands,LP-GRS (Prettyman et al. 2006)
418,-35.0,153.0,-37.5,-32.5,150.0,156.0,4.9662999999999995,21.958,46.056,17.067,0.74355,6.9246,709.41,1.4689,0.40001,highlands,LP-GRS (Prettyman et al. 2006)
419,-35.0,159.0,-37.5,-32.5,156.0,162.0,7.6631,20.494,47.445,15.921,0.31024,7.3814,774.82,1.9419,0.52913,highlands,LP-GRS (Prettyman et al. 2006)
420,-35.0,165.0,-37.5,-32.5,162.0,168.0,9.9542,18.117,44.241,17.096,0.8646600000000001,8.6098,897.55,2.1068,0.57417,mare,LP-GRS (Prettyman et al. 2006)
421,-35.0,171.0,-37.5,-32.5,168.0,174.0,8.9529,17.082,46.537,15.652,0.90544,10.012,1158.2,2.8203,0.76893,mare,LP-GRS (Prettyman et al. 2006)
422,-35.0,177.0,-37.5,-32.5,174.0,180.0,10.329,17.788999999999998,48.847,14.826,0.54892,8.3848,1049.8,2.5271,0.6889,mare,LP-GRS (Prettyman et al. 2006)
423,-30.0,-177.5,-32.5,-27.5,-180.0,-175.0,8.154,21.648,43.291,16.0,0.3933999999999999,9.8305,1198.9,2.5192,0.68676,highlands,LP-GRS (Prettyman et al. 2006)
424,-30.0,-172.5,-32.5,-27.5,-175.0,-170.0,6.4324,26.375,42.538,14.895,0.71493,8.766599999999999,954.46,2.3389,0.63751,mare,LP-GRS (Prettyman et al. 2006)
425,-30.0,-167.5,-32.5,-27.5,-170.0,-165.0,9.757,22.106,45.168,13.297999999999998,1.2502,8.0554,950.21,2.1182,0.57728,mare,LP-GRS (Prettyman et al. 2006)
426,-30.0,-162.5,-32.5,-27.5,-165.0,-160.0,5.695399999999999,23.876,44.141000000000005,16.796,0.7065400000000001,7.960000000000001,789.56,1.4464,0.39386,highlands,LP-GRS (Prettyman et al. 2006)
427,-30.0,-157.5,-32.5,-27.5,-160.0,-155.0,9.1868,19.372,47.224,15.981000000000002,0.45018,7.629099999999999,571.17,1.0851,0.29522,highlands,LP-GRS (Prettyman et al. 2006)
428,-30.0,-152.5,-32.5,-27.5,-155.0,-150.0,8.2744,22.599,45.707,15.123,0.43266,7.0966000000000005,464.71,1.0201,0.2775,highlands,LP-GRS (Prettyman et al. 2006)
429,-30.0,-147.5,-32.5,-27.5,-150.0,-145.0,5.1669,22.268,45.554,18.18,0.50832,6.4718,616.85,0.94214,0.2562,highlands,LP-GRS (Prettyman et al. 2006)
430,-30.0,-142.5,-32.5,-27.5,-145.0,-140.0,6.0726,25.993,47.233,16.151,0.14285,4.9177,413.98,0.75673,0.20559,highlands,LP-GRS (Prettyman et al. 2006)
431,-30.0,-137.5,-32.5,-27.5,-140.0,-135.0,7.750500000000001,21.479,47.023,16.753999999999998,0.070108,4.8811,299.95,0.59901,0.16253,highlands,LP-GRS (Prettyman et al. 2006)
432,-30.0,-132.5,-32.5,-27.5,-135.0,-130.0,2.2812,30.162,44.024,14.879,0.53983,4.1021,284.27,0.66641,0.18093,highlands,LP-GRS (Prettyman et al. 2006)
433,-30.0,-127.5,-32.5,-27.5,-130.0,-125.0,2.5128,25.798,47.195,16.947000000000003,0.48893,3.8279,294.7,0.43963,0.11902,highlands,LP-GRS (Prettyman et al. 2006)
434,-30.0,-122.5,-32.5,-27.5,-125.0,-120.0,1.8379,23.407,48.7,18.875,0.0,4.6432,318.19,0.17375,0.046433,highlands,LP-GRS (Prettyman et al. 2006)
435,-30.0,-117.5,-32.5,-27.5,-120.0,-115.0,3.5397,26.999,42.766,18.574,0.5499,4.4023,208.88,0.44752,0.12117,highlands,LP-GRS (Prettyman et al. 2006)
436,-30.0,-112.5,-32.5,-27.5,-115.0,-110.0,2.1441000000000003,24.531,45.787,19.334,0.5012,4.1741,379.89,0.69004,0.18738,highlands,LP-GRS (Prettyman et al. 2006)
437,-30.0,-107.5,-32.5,-27.5,-110.0,-105.0,5.2211,29.5,44.947,15.735,0.2071299999999999,3.4818,329.95,0.47014,0.12735,highlands,LP-GRS (Prettyman et al. 2006)
438,-30.0,-102.5,-32.5,-27.5,-105.0,-100.0,1.4853999999999998,28.218,43.486,19.007,0.6980799999999999,4.3113,322.58,0.43214,0.11698,highlands,LP-GRS (Prettyman et al. 2006)
439,-30.0,-97.5,-32.5,-27.5,-100.0,-95.0,4.5752,25.108000000000004,43.824000000000005,16.241,0.66176,5.4075,226.83,0.32601,0.088001,highlands,LP-GRS (Prettyman et al. 2006)
440,-30.0,-92.5,-32.5,-27.5,-95.0,-90.0,2.6591,23.456,47.324,18.021,0.46669,4.5942,277.03,0.1899,0.050844,highlands,LP-GRS (Prettyman et al. 2006)
441,-30.0,-87.5,-32.5,-27.5,-90.0,-85.0,4.4571,23.401,47.44,14.796,0.6514599999999999,4.8663,0.0,0.35409,0.095667,highlands,LP-GRS (Prettyman et al. 2006)
442,-30.0,-82.5,-32.5,-27.5,-85.0,-80.0,4.9575000000000005,27.311000000000003,43.974,16.292,0.37481,4.1871,191.73,0.18944,0.050717,highlands,LP-GRS (Prettyman et al. 2006)
443,-30.0,-77.5,-32.5,-27.5,-80.0,-75.0,6.2169,25.603,47.52,13.461,0.72825,5.1023,156.23,0.23724,0.063767,highlands,LP-GRS (Prettyman et al. 2006)
444,-30.0,-72.5,-32.5,-27.5,-75.0,-70.0,5.1159,27.297,47.225,14.82,0.33969,4.6642,332.49,0.52795,0.14313,highlands,LP-GRS (Prettyman et al. 2006)
445,-30.0,-67.5,-32.5,-27.5,-70.0,-65.0,3.5648,26.684,46.45,16.519000000000002,0.35076,5.1103000000000005,396.27,0.63685,0.17286,highlands,LP-GRS (Prettyman et al. 2006)
446,-30.0,-62.5,-32.5,-27.5,-65.0,-60.0,7.044599999999999,18.431,50.815,18.086,0.16042,5.881,363.88,1.0551,0.28703,highlands,LP-GRS (Prettyman et al. 2006)
447,-30.0,-57.5,-32.5,-27.5,-60.0,-55.0,5.5662,25.286,44.734,19.993,0.22215,5.2534,581.24,1.2563,0.34196,highlands,LP-GRS (Prettyman et al. 2006)
448,-30.0,-52.5,-32.5,-27.5,-55.0,-50.0,6.7618,28.723,43.59,15.048,0.4918099999999999,5.3875,589.81,1.3734,0.37394,highlands,LP-GRS (Prettyman et al. 2006)
449,-30.0,-47.5,-32.5,-27.5,-50.0,-45.0,7.810300000000001,23.745,44.336,14.878,0.95712,7.2312,635.61,1.5519,0.42266,highlands,LP-GRS (Prettyman et al. 2006)
450,-30.0,-42.5,-32.5,-27.5,-45.0,-40.0,9.3222,19.443,44.952,15.998,1.2959999999999998,8.6492,693.5,1.4503,0.39493,mare,LP-GRS (Prettyman et al. 2006)
451,-30.0,-37.5,-32.5,-27.5,-40.0,-35.0,9.8514,23.425,39.768,17.244,1.3705,9.4319,832.94,1.5004,0.40862,mare,LP-GRS (Prettyman et al. 2006)
452,-30.0,-32.5,-32.5,-27.5,-35.0,-30.0,4.9392,24.74,40.382,16.736,3.0776000000000003,9.6592,1145.4,2.044,0.557,mare,LP-GRS (Prettyman et al. 2006)
453,-30.0,-27.5,-32.5,-27.5,-30.0,-25.0,5.8486,22.21,41.615,18.141,2.9207,10.074,1532.2,2.5073,0.68349,mare,LP-GRS (Prettyman et al. 2006)
454,-30.0,-22.5,-32.5,-27.5,-25.0,-20.0,9.3245,24.281,43.435,13.504,1.8377,9.568,1509.4,2.8245,0.7701,mare,LP-GRS (Prettyman et al. 2006)
455,-30.0,-17.5,-32.5,-27.5,-20.0,-15.0,8.8364,22.385,40.617,16.997,2.1927,10.225,1561.0,3.2648,0.89028,mare,LP-GRS (Prettyman et al. 2006)
456,-30.0,-12.5,-32.5,-27.5,-15.0,-10.0,9.4194,26.522,40.818,13.957,1.7346,8.0528,1338.2,3.065,0.83575,mare,LP-GRS (Prettyman et al. 2006)
457,-30.0,-7.5,-32.5,-27.5,-10.0,-5.0,10.592,20.382,41.589,20.888,1.2369,8.1342,1176.5,2.4313,0.66275,mare,LP-GRS (Prettyman et al. 2006)
458,-30.0,-2.5,-32.5,-27.5,-5.0,0.0,8.8203,32.359,39.489999999999995,14.21,0.98473,5.3729,891.38,1.9834,0.54046,highlands,LP-GRS (Prettyman et al. 2006)
459,-30.0,2.5,-32.5,-27.5,0.0,5.0,11.19,23.625,43.568,15.882,0.0,6.0817000000000005,585.0,1.4297,0.3893,highlands,LP-GRS (Prettyman et al. 2006)
460,-30.0,7.5,-32.5,-27.5,5.0,10.0,9.9883,27.066000000000003,41.776,13.761,0.54836,5.5077,556.93,1.5247,0.41525,highlands,LP-GRS (Prettyman et al. 2006)
461,-30.0,12.5,-32.5,-27.5,10.0,15.0,10.137,23.332,44.37,15.458,0.34605,5.3362,564.99,1.4497,0.39476,highlands,LP-GRS (Prettyman et al. 2006)
462,-30.0,17.5,-32.5,-27.5,15.0,20.0,10.938,25.258000000000003,41.778,15.351,0.21424,5.4535,587.29,1.5481,0.42164,highlands,LP-GRS (Prettyman et al. 2006)
463,-30.0,22.5,-32.5,-27.5,20.0,25.0,8.7104,22.187,46.527,16.830000000000002,0.2715599999999999,5.8333,542.7,1.1996,0.3265,highlands,LP-GRS (Prettyman et al. 2006)
464,-30.0,27.5,-32.5,-27.5,25.0,30.0,5.7223999999999995,24.888,47.778,13.865,0.8187,5.5606,436.33,1.1904,0.32398,highlands,LP-GRS (Prettyman et al. 2006)
465,-30.0,32.5,-32.5,-27.5,30.0,35.0,6.691700000000001,24.092,45.848,16.675,0.52258,5.5893,507.52,0.98535,0.268,highlands,LP-GRS (Prettyman et al. 2006)
466,-30.0,37.5,-32.5,-27.5,35.0,40.0,9.2664,27.953,44.171,15.776000000000002,0.1160699999999999,4.9229,341.82,1.1611,0.31598,highlands,LP-GRS (Prettyman et al. 2006)
467,-30.0,42.5,-32.5,-27.5,40.0,45.0,7.9491,24.334,46.798,15.69,0.1624199999999999,5.5835,365.48,0.95379,0.25939,highlands,LP-GRS (Prettyman et al. 2006)
468,-30.0,47.5,-32.5,-27.5,45.0,50.0,8.8463,22.537,47.653,15.648,0.2694499999999999,5.4577,335.2,0.80117,0.21772,highlands,LP-GRS (Prettyman et al. 2006)
469,-30.0,52.5,-32.5,-27.5,50.0,55.0,7.858999999999999,20.498,47.589,16.954,0.50957,5.5763,117.42,0.64831,0.17599,highlands,LP-GRS (Prettyman et al. 2006)
470,-30.0,57.5,-32.5,-27.5,55.0,60.0,7.0693,24.452,46.584,15.902,0.30429,5.332400000000001,175.57,0.16951,0.045275,highlands,LP-GRS (Prettyman et al. 2006)
471,-30.0,62.5,-32.5,-27.5,60.0,65.0,7.489,22.098000000000003,44.051,16.698,0.5835,6.2014,191.65,0.44646,0.12088,highlands,LP-GRS (Prettyman et al. 2006)
472,-30.0,67.5,-32.5,-27.5,65.0,70.0,9.6303,19.44,44.493,18.351,0.54115,5.5042,212.13,0.42825,0.11591,highlands,LP-GRS (Prettyman et al. 2006)
473,-30.0,72.5,-32.5,-27.5,70.0,75.0,11.246,24.673,41.884,13.381000000000002,0.6228400000000001,5.5893999999999995,226.03,0.61616,0.16721,highlands,LP-GRS (Prettyman et al. 2006)
474,-30.0,77.5,-32.5,-27.5,75.0,80.0,6.7266,23.623,47.029,15.362,0.2205,5.8626,317.75,0.61258,0.16623,highlands,LP-GRS (Prettyman et al. 2006)
475,-30.0,82.5,-32.5,-27.5,80.0,85.0,9.7477,22.563,42.674,18.685,0.1753,5.6907,294.18,0.71823,0.19508,highlands,LP-GRS (Prettyman et al. 2006)
476,-30.0,87.5,-32.5,-27.5,85.0,90.0,9.3278,25.813,44.183,14.471,0.34307,6.5789,587.85,0.76424,0.20764,highlands,LP-GRS (Prettyman et al. 2006)
477,-30.0,92.5,-32.5,-27.5,90.0,95.0,4.7635,24.921,47.091,15.1,0.66823,6.3770999999999995,681.6,0.87059,0.23667,highlands,LP-GRS (Prettyman et al. 2006)
478,-30.0,97.5,-32.5,-27.5,95.0,100.0,10.294,18.23,46.471,17.557000000000002,0.4641499999999999,7.1553,393.1,0.77624,0.21091,highlands,LP-GRS (Prettyman et al. 2006)
479,-30.0,102.5,-32.5,-27.5,100.0,105.0,7.0388,24.316,44.4,15.98,0.59539,6.8722,519.87,0.64611,0.17539,highlands,LP-GRS (Prettyman et al. 2006)
480,-30.0,107.5,-32.5,-27.5,105.0,110.0,10.292,19.315,47.986,14.557999999999998,0.6532600000000001,6.9035,128.99,0.53346,0.14463,highlands,LP-GRS (Prettyman et al. 2006)
481,-30.0,112.5,-32.5,-27.5,110.0,115.0,5.1421,25.761,43.262,16.406000000000002,0.8572,6.9299,229.48,0.46448,0.1258,highlands,LP-GRS (Prettyman et al. 2006)
482,-30.0,117.5,-32.5,-27.5,115.0,120.0,6.8383,25.64,44.3,17.374000000000002,0.34607,5.845899999999999,231.12,0.39836,0.10775,highlands,LP-GRS (Prettyman et al. 2006)
483,-30.0,122.5,-32.5,-27.5,120.0,125.0,7.7213,25.438,42.51,17.73,0.5860299999999999,5.4575,133.62,0.59238,0.16072,highlands,LP-GRS (Prettyman et al. 2006)
484,-30.0,127.5,-32.5,-27.5,125.0,130.0,5.8486,28.112,45.6,13.699,0.47474,5.1396,252.34,0.49593,0.13439,highlands,LP-GRS (Prettyman et al. 2006)
485,-30.0,132.5,-32.5,-27.5,130.0,135.0,5.1013,27.385,45.222,15.193,0.2349599999999999,5.7727,394.55,0.59198,0.16061,highlands,LP-GRS (Prettyman et al. 2006)
486,-30.0,137.5,-32.5,-27.5,135.0,140.0,4.2013,25.533,47.652,15.836,0.47469,4.4718,384.1,0.72925,0.19809,highlands,LP-GRS (Prettyman et al. 2006)
487,-30.0,142.5,-32.5,-27.5,140.0,145.0,8.1624,20.379,44.804,18.68,0.19221,5.153,370.29,0.88916,0.24174,highlands,LP-GRS (Prettyman et al. 2006)
488,-30.0,147.5,-32.5,-27.5,145.0,150.0,8.6494,22.919,47.063,13.925,0.18123,5.7155,380.07,0.94538,0.25709,highlands,LP-GRS (Prettyman et al. 2006)
489,-30.0,152.5,-32.5,-27.5,150.0,155.0,7.1369,26.359,44.776,16.197,0.1779,5.1103000000000005,599.04,0.95033,0.25844,highlands,LP-GRS (Prettyman et al. 2006)
490,-30.0,157.5,-32.5,-27.5,155.0,160.0,7.3958,22.13,46.577,15.848,0.0,6.973,560.83,1.5139,0.41229,highlands,LP-GRS (Prettyman et al. 2006)
491,-30.0,162.5,-32.5,-27.5,160.0,165.0,11.155,20.477,46.325,13.953,0.4533,7.339900000000001,685.2,1.7042,0.46425,highlands,LP-GRS (Prettyman et al. 2006)
492,-30.0,167.5,-32.5,-27.5,165.0,170.0,8.8056,17.862000000000002,46.02,15.636,0.23292,9.3921,1002.8,2.334,0.63617,highlands,LP-GRS (Prettyman et al. 2006)
493,-30.0,172.5,-32.5,-27.5,170.0,175.0,5.9199,17.492,47.410999999999994,18.19,0.7086399999999999,10.298,1474.8,3.1344,0.85471,mare,LP-GRS (Prettyman et al. 2006)
494,-30.0,177.5,-32.5,-27.5,175.0,180.0,10.629,18.296,48.933,15.444,0.52556,8.322000000000001,1217.0,3.0126,0.82143,mare,LP-GRS (Prettyman et al. 2006)
495,-25.0,-177.5,-27.5,-22.5,-180.0,-175.0,7.4518,17.607,46.678999999999995,17.71,0.66429,8.213099999999999,1069.6,2.4624,0.67123,mare,LP-GRS (Prettyman et al. 2006)
496,-25.0,-172.5,-27.5,-22.5,-175.0,-170.0,9.972,18.193,44.449,18.574,0.0093905,7.1844,896.5,2.2843,0.62261,highlands,LP-GRS (Prettyman et al. 2006)
497,-25.0,-167.5,-27.5,-22.5,-170.0,-165.0,6.592499999999999,22.282,48.059000000000005,14.031,0.5905900000000001,6.784,1005.6,2.0507,0.55884,highlands,LP-GRS (Prettyman et al. 2006)
498,-25.0,-162.5,-27.5,-22.5,-165.0,-160.0,4.8924,22.281,50.346,13.933000000000002,0.6257699999999999,6.5068,808.72,1.5132,0.4121,highlands,LP-GRS (Prettyman et al. 2006)
499,-25.0,-157.5,-27.5,-22.5,-160.0,-155.0,5.3396,29.827,43.683,14.528,0.3077499999999999,5.6376,725.28,0.92185,0.25067,highlands,LP-GRS (Prettyman et al. 2006)
500,-25.0,-152.5,-27.5,-22.5,-155.0,-150.0,9.816,20.337,44.775,16.39,0.0,6.854399999999999,409.6,1.1288,0.30716,highlands,LP-GRS (Prettyman et al. 2006)
501,-25.0,-147.5,-27.5,-22.5,-150.0,-145.0,5.9661,24.457,45.183,16.036,0.2145699999999999,6.3516,432.87,0.99851,0.27159,highlands,LP-GRS (Prettyman et al. 2006)
502,-25.0,-142.5,-27.5,-22.5,-145.0,-140.0,5.235,24.934,45.599,16.519000000000002,0.36639,5.3881,446.67,0.76122,0.20681,highlands,LP-GRS (Prettyman et al. 2006)
503,-25.0,-137.5,-27.5,-22.5,-140.0,-135.0,3.6814,25.607000000000003,43.253,17.579,0.27349,5.250500000000001,524.32,0.65011,0.17648,highlands,LP-GRS (Prettyman et al. 2006)
504,-25.0,-132.5,-27.5,-22.5,-135.0,-130.0,4.5935,27.371,43.942,16.636,0.074841,4.4454,398.05,0.55315,0.15001,highlands,LP-GRS (Prettyman et al. 2006)
505,-25.0,-127.5,-27.5,-22.5,-130.0,-125.0,6.818499999999999,28.844,42.647,15.466,0.070528,4.1855,193.73,0.1866,0.049941,highlands,LP-GRS (Prettyman et al. 2006)
506,-25.0,-122.5,-27.5,-22.5,-125.0,-120.0,5.2297,28.369,43.631,15.358,0.47863,3.9488,215.3,0.30518,0.082315,highlands,LP-GRS (Prettyman et al. 2006)
507,-25.0,-117.5,-27.5,-22.5,-120.0,-115.0,4.6434999999999995,23.747,47.513,17.628,0.19057,3.9686,181.08,0.38531,0.10419,highlands,LP-GRS (Prettyman et al. 2006)
508,-25.0,-112.5,-27.5,-22.5,-115.0,-110.0,3.9583,25.991999999999997,43.76,18.244,0.43143,4.0896,329.82,0.19915,0.053368,highlands,LP-GRS (Prettyman et al. 2006)
509,-25.0,-107.5,-27.5,-22.5,-110.0,-105.0,6.5387,23.825,46.483999999999995,17.730999999999998,0.0,3.5000000000000004,173.26,0.094439,0.024782,highlands,LP-GRS (Prettyman et al. 2006)
510,-25.0,-102.5,-27.5,-22.5,-105.0,-100.0,5.283,25.466,45.054,18.189,0.35731,3.7995,69.298,0.26092,0.070233,highlands,LP-GRS (Prettyman et al. 2006)
511,-25.0,-97.5,-27.5,-22.5,-100.0,-95.0,6.0882,31.346,43.574,12.273,0.3088,4.6274999999999995,226.67,0.31119,0.083954,highlands,LP-GRS (Prettyman et al. 2006)
512,-25.0,-92.5,-27.5,-22.5,-95.0,-90.0,3.5971,20.722,46.14,18.609,0.76571,5.6892,251.81,0.35677,0.096399,highlands,LP-GRS (Prettyman et al. 2006)
513,-25.0,-87.5,-27.5,-22.5,-90.0,-85.0,4.569,25.926,44.509,17.061999999999998,0.46779,4.6055,139.47,0.13678,0.036341,highlands,LP-GRS (Prettyman et al. 2006)
514,-25.0,-82.5,-27.5,-22.5,-85.0,-80.0,4.5332,26.229999999999997,45.59,16.205,0.5531,4.4179,131.01,0.15088,0.04019,highlands,LP-GRS (Prettyman et al. 2006)
515,-25.0,-77.5,-27.5,-22.5,-80.0,-75.0,2.7449999999999997,29.988999999999997,47.649,14.293,0.34366,3.943,373.38,0.042575,0.010623,highlands,LP-GRS (Prettyman et al. 2006)
516,-25.0,-72.5,-27.5,-22.5,-75.0,-70.0,6.772200000000001,29.584,42.654,15.899,0.23328,4.3817,228.32,0.51541,0.13971,highlands,LP-GRS (Prettyman et al. 2006)
517,-25.0,-67.5,-27.5,-22.5,-70.0,-65.0,5.5615,22.991,48.582,17.635,0.40651,5.0126,347.65,0.65319,0.17732,highlands,LP-GRS (Prettyman et al. 2006)
518,-25.0,-62.5,-27.5,-22.5,-65.0,-60.0,8.9541,25.469,44.84,16.197,0.075746,5.1747000000000005,446.43,1.0464,0.28466,highlands,LP-GRS (Prettyman et al. 2006)
519,-25.0,-57.5,-27.5,-22.5,-60.0,-55.0,8.2969,23.09,44.05,17.438000000000002,0.79502,6.2199,550.9,1.7643,0.48065,highlands,LP-GRS (Prettyman et al. 2006)
520,-25.0,-52.5,-27.5,-22.5,-55.0,-50.0,3.1643999999999997,28.043000000000003,42.43,17.275,0.99453,7.034,1095.4,2.1059,0.57392,highlands,LP-GRS (Prettyman et al. 2006)
521,-25.0,-47.5,-27.5,-22.5,-50.0,-45.0,9.0316,24.197,39.666,16.529,1.2955,7.7336,998.01,2.2863,0.62316,highlands,LP-GRS (Prettyman et al. 2006)
522,-25.0,-42.5,-27.5,-22.5,-45.0,-40.0,8.0074,15.529000000000002,40.445,14.969,2.2766,14.288,1044.8,1.816,0.49477,mare,LP-GRS (Prettyman et al. 2006)
523,-25.0,-37.5,-27.5,-22.5,-40.0,-35.0,8.323,12.578,41.989,15.878,2.8838,15.217,1046.0,2.2049,0.60093,mare,LP-GRS (Prettyman et al. 2006)
524,-25.0,-32.5,-27.5,-22.5,-35.0,-30.0,12.086,17.544,39.26,15.966,2.5888,12.67,1321.4,2.5045,0.68271,mare,LP-GRS (Prettyman et al. 2006)
525,-25.0,-27.5,-27.5,-22.5,-30.0,-25.0,7.4074,15.1,43.661,18.208,3.4750000000000005,13.420000000000002,1917.5,3.4904,0.95188,mare,LP-GRS (Prettyman et al. 2006)
526,-25.0,-22.5,-27.5,-22.5,-25.0,-20.0,12.105,12.471,40.232,17.064,4.2349,13.35,1965.7,4.5046,1.2287,kreep,LP-GRS (Prettyman et al. 2006)
527,-25.0,-17.5,-27.5,-22.5,-20.0,-15.0,6.0308,14.281,44.789,16.796,2.6696,15.974,2229.4,4.588,1.2515,kreep,LP-GRS (Prettyman et al. 2006)
528,-25.0,-12.5,-27.5,-22.5,-15.0,-10.0,7.7,15.641,39.572,15.726,3.6184,14.359,2074.1,4.376,1.1936,kreep,LP-GRS (Prettyman et al. 2006)
529,-25.0,-7.5,-27.5,-22.5,-10.0,-5.0,8.5198,19.274,42.105,17.249,2.8201,10.354,1856.1,3.7778,1.0303,kreep,LP-GRS (Prettyman et al. 2006)
530,-25.0,-2.5,-27.5,-22.5,-5.0,0.0,4.8659,31.25,40.047,15.305,1.1769,8.314,1633.1,2.8498,0.77699,mare,LP-GRS (Prettyman et al. 2006)
531,-25.0,2.5,-27.5,-22.5,0.0,5.0,10.174,22.423,45.214,17.259,0.2499799999999999,6.324000000000001,1079.2,2.0867,0.56866,highlands,LP-GRS (Prettyman et al. 2006)
532,-25.0,7.5,-27.5,-22.5,5.0,10.0,7.462000000000001,20.391,46.169,18.372,0.32223,6.3645,851.38,2.1348,0.5818,highlands,LP-GRS (Prettyman et al. 2006)
533,-25.0,12.5,-27.5,-22.5,10.0,15.0,7.6114,19.344,45.357,18.16,0.84209,6.4031,805.62,2.0055,0.54651,highlands,LP-GRS (Prettyman et al. 2006)
534,-25.0,17.5,-27.5,-22.5,15.0,20.0,7.3868,23.905,44.179,17.092,0.52679,6.364,607.56,1.6439,0.44779,highlands,LP-GRS (Prettyman et al. 2006)
535,-25.0,22.5,-27.5,-22.5,20.0,25.0,8.3245,24.812,45.138,15.659999999999998,0.54393,5.9641,630.07,1.4899,0.40573,highlands,LP-GRS (Prettyman et al. 2006)
536,-25.0,27.5,-27.5,-22.5,25.0,30.0,10.093,28.775,43.589,14.227,0.14824,4.723800000000001,570.3,1.2095,0.32919,highlands,LP-GRS (Prettyman et al. 2006)
537,-25.0,32.5,-27.5,-22.5,30.0,35.0,6.379300000000001,23.812,46.108,17.464,0.63431,6.2175,653.23,1.3789,0.37545,highlands,LP-GRS (Prettyman et al. 2006)
538,-25.0,37.5,-27.5,-22.5,35.0,40.0,9.3967,17.552,46.646,19.949,0.5507599999999999,7.3874,550.73,1.3669,0.37216,highlands,LP-GRS (Prettyman et al. 2006)
539,-25.0,42.5,-27.5,-22.5,40.0,45.0,10.106,25.857999999999997,44.545,12.878,0.91964,5.999899999999999,488.48,1.1968,0.32574,highlands,LP-GRS (Prettyman et al. 2006)
540,-25.0,47.5,-27.5,-22.5,45.0,50.0,9.5773,21.681,43.653,16.258,0.34907,6.8712,296.6,0.94914,0.25811,highlands,LP-GRS (Prettyman et al. 2006)
541,-25.0,52.5,-27.5,-22.5,50.0,55.0,8.9991,24.558,41.964,17.377000000000002,0.23623,6.3279000000000005,406.08,0.74053,0.20116,highlands,LP-GRS (Prettyman et al. 2006)
542,-25.0,57.5,-27.5,-22.5,55.0,60.0,5.9567000000000005,23.79,45.031,15.545,1.1249,6.844799999999999,276.58,0.43415,0.11752,highlands,LP-GRS (Prettyman et al. 2006)
543,-25.0,62.5,-27.5,-22.5,60.0,65.0,8.7836,22.684,48.001,15.192,0.5039899999999999,4.9575000000000005,256.67,0.39224,0.10608,highlands,LP-GRS (Prettyman et al. 2006)
544,-25.0,67.5,-27.5,-22.5,65.0,70.0,9.5983,20.83,44.623000000000005,16.139,0.165,7.720299999999999,343.35,0.55254,0.14984,highlands,LP-GRS (Prettyman et al. 2006)
545,-25.0,72.5,-27.5,-22.5,70.0,75.0,7.721799999999999,18.396,45.099,19.382,0.29206,7.638300000000001,396.44,0.60953,0.1654,highlands,LP-GRS (Prettyman et al. 2006)
546,-25.0,77.5,-27.5,-22.5,75.0,80.0,9.1174,23.745,44.57,16.569,0.14235,5.9563999999999995,253.73,0.60955,0.16541,highlands,LP-GRS (Prettyman et al. 2006)
547,-25.0,82.5,-27.5,-22.5,80.0,85.0,6.9424,24.089,47.113,15.609,0.4737,4.5884,416.38,0.90286,0.24548,highlands,LP-GRS (Prettyman et al. 2006)
548,-25.0,87.5,-27.5,-22.5,85.0,90.0,10.604,24.426,43.370999999999995,16.150000000000002,0.7287,5.1902,373.41,0.93854,0.25522,highlands,LP-GRS (Prettyman et al. 2006)
549,-25.0,92.5,-27.5,-22.5,90.0,95.0,9.0458,22.481,44.594,16.521,0.31151,5.5166,388.74,0.88667,0.24106,highlands,LP-GRS (Prettyman et al. 2006)
550,-25.0,97.5,-27.5,-22.5,95.0,100.0,8.6498,25.794,46.683,13.581,0.37066,5.211600000000001,376.27,0.65891,0.17888,highlands,LP-GRS (Prettyman et al. 2006)
551,-25.0,102.5,-27.5,-22.5,100.0,105.0,8.5455,24.096,44.092,14.632,0.62905,6.669,332.56,0.6231,0.16911,highlands,LP-GRS (Prettyman et al. 2006)
552,-25.0,107.5,-27.5,-22.5,105.0,110.0,7.1213999999999995,23.136000000000003,46.001999999999995,14.771999999999998,0.50121,7.2104,364.22,0.42973,0.11631,highlands,LP-GRS (Prettyman et al. 2006)
553,-25.0,112.5,-27.5,-22.5,110.0,115.0,7.462299999999999,27.08,43.181,16.694,0.43764,5.6084000000000005,154.68,0.4706,0.12747,highlands,LP-GRS (Prettyman et al. 2006)
554,-25.0,117.5,-27.5,-22.5,115.0,120.0,8.0313,24.97,45.206,14.548,0.81042,5.2204,369.52,0.46173,0.12505,highlands,LP-GRS (Prettyman et al. 2006)
