pixel_id,lat,lon,min_lat,max_lat,min_lon,max_lon,MgO,Al2O3,SiO2,CaO,TiO2,FeO,K,Th,U,terrane,source
0,-88.75,0.0,-90.0,-87.5,-180.0,180.0,7.621300000000001,28.67,44.507000000000005,15.633,0.16727,4.9428,433.89,0.79171,0.21514,highlands,LP-GRS (Prettyman et al. 2006)
1,-85.0,-157.5,-87.5,-82.5,-180.0,-135.0,8.711,25.362,46.091,14.741,0.17781,5.9621,482.4,0.95002,0.25836,highlands,LP-GRS (Prettyman et al. 2006)
2,-85.0,-112.5,-87.5,-82.5,-135.0,-90.0,6.930300000000001,26.251,44.618,16.314,0.20221,5.6288,550.72,0.97094,0.26407,highlands,LP-GRS (Prettyman et al. 2006)
3,-85.0,-67.5,-87.5,-82.5,-90.0,-45.0,7.4188,27.185,44.559,15.268,0.20416,5.1495,415.38,0.77853,0.21154,highlands,LP-GRS (Prettyman et al. 2006)
4,-85.0,-22.5,-87.5,-82.5,-45.0,0.0,7.234500000000001,27.037,44.527,17.081,0.0,4.895300000000001,450.18,0.76797,0.20865,highlands,LP-GRS (Prettyman et al. 2006)
5,-85.0,22.5,-87.5,-82.5,0.0,45.0,6.813,27.877999999999997,44.713,16.06,0.07735,4.843299999999999,391.73,0.69674,0.18921,highlands,LP-GRS (Prettyman et al. 2006)
6,-85.0,67.5,-87.5,-82.5,45.0,90.0,7.1236,27.822999999999997,45.05,15.689,0.20422,4.447,373.97,0.63842,0.17329,highlands,LP-GRS (Prettyman et al. 2006)
7,-85.0,112.5,-87.5,-82.5,90.0,135.0,7.3352,26.723999999999997,44.785,17.073,0.0553409999999999,5.1966,423.64,0.81958,0.22275,highlands,LP-GRS (Prettyman et al. 2006)
8,-85.0,157.5,-87.5,-82.5,135.0,180.0,8.83,27.912,44.468999999999994,15.42,0.19949,5.3349,404.72,0.84307,0.22916,highlands,LP-GRS (Prettyman et al. 2006)
9,-80.0,-168.0,-82.5,-77.5,-180.0,-156.0,7.2498,21.724,45.159,15.409,0.6158399999999999,8.15,588.28,1.2355,0.3363,mare,LP-GRS (Prettyman et al. 2006)
10,-80.0,-144.0,-82.5,-77.5,-156.0,-132.0,9.5264,23.394,44.041,16.682,0.0,7.3081,528.16,1.1916,0.3243,highlands,LP-GRS (Prettyman et al. 2006)
11,-80.0,-120.0,-82.5,-77.5,-132.0,-108.0,8.7905,25.855,44.26,15.093,0.0038089,5.832,480.9,0.99142,0.26966,highlands,LP-GRS (Prettyman et al. 2006)
12,-80.0,-96.0,-82.5,-77.5,-108.0,-84.0,6.9891,25.648,45.314,16.337,0.064063,5.150600000000001,403.74,0.75561,0.20528,highlands,LP-GRS (Prettyman et al. 2006)
13,-80.0,-72.0,-82.5,-77.5,-84.0,-60.0,6.1184,26.466,46.42,15.479,0.25379,4.7619,433.0,0.69923,0.18989,highlands,LP-GRS (Prettyman et al. 2006)
14,-80.0,-48.0,-82.5,-77.5,-60.0,-36.0,6.0065,27.264,45.052,15.644,0.19852,5.0699000000000005,433.65,0.81285,0.22091,highlands,LP-GRS (Prettyman et al. 2006)
15,-80.0,-24.0,-82.5,-77.5,-36.0,-12.0,6.4045000000000005,26.901000000000003,45.647,15.859000000000002,0.0,4.5575,396.57,0.80181,0.2179,highlands,LP-GRS (Prettyman et al. 2006)
16,-80.0,0.0,-82.5,-77.5,-12.0,12.0,7.2079,31.288,42.381,14.272000000000002,0.21151,4.1214,268.02,0.53378,0.14472,highlands,LP-GRS (Prettyman et al. 2006)
17,-80.0,24.0,-82.5,-77.5,12.0,36.0,6.521599999999999,27.43,44.779,15.296,0.1692,4.342,296.68,0.44307,0.11996,highlands,LP-GRS (Prettyman et al. 2006)
18,-80.0,48.0,-82.5,-77.5,36.0,60.0,7.033499999999999,26.973000000000003,43.666,15.225,0.26005,4.3429,230.14,0.58324,0.15822,highlands,LP-GRS (Prettyman et al. 2006)
19,-80.0,72.0,-82.5,-77.5,60.0,84.0,6.6114999999999995,28.051,43.462,16.017,0.26687,4.5113,288.71,0.60256,0.1635,highlands,LP-GRS (Prettyman et al. 2006)
20,-80.0,96.0,-82.5,-77.5,84.0,108.0,8.212800000000001,25.668999999999997,45.663,16.36,0.17718,4.9231,346.54,0.65144,0.17684,highlands,LP-GRS (Prettyman et al. 2006)
21,-80.0,120.0,-82.5,-77.5,108.0,132.0,8.5374,26.487,44.703,16.894000000000002,0.019294,4.8486,356.84,0.75971,0.2064,highlands,LP-GRS (Prettyman et al. 2006)
22,-80.0,144.0,-82.5,-77.5,132.0,156.0,8.1469,26.538,45.211,16.707,0.13129,5.4639,470.25,0.86451,0.23501,highlands,LP-GRS (Prettyman et al. 2006)
23,-80.0,168.0,-82.5,-77.5,156.0,180.0,9.16,25.774,44.283,16.164,0.057598,6.776699999999999,461.65,1.103,0.30011,highlands,LP-GRS (Prettyman et al. 2006)
24,-75.0,-171.0,-77.5,-72.5,-180.0,-162.0,9.367,23.257,45.049,13.769,0.4600599999999999,8.1944,732.57,1.6739,0.45597,highlands,LP-GRS (Prettyman et al. 2006)
25,-75.0,-153.0,-77.5,-72.5,-162.0,-144.0,8.956999999999999,21.256,45.800999999999995,15.328,0.4616399999999999,8.1835,675.42,1.6321,0.44455,highlands,LP-GRS (Prettyman et al. 2006)
26,-75.0,-135.0,-77.5,-72.5,-144.0,-126.0,11.241,24.247,43.817,15.448999999999998,0.0,6.552,508.85,1.5157,0.41279,highlands,LP-GRS (Prettyman et al. 2006)
27,-75.0,-117.0,-77.5,-72.5,-126.0,-108.0,8.555,20.993,47.224,15.496,0.079543,6.5265,453.56,1.1552,0.31436,highlands,LP-GRS (Prettyman et al. 2006)
28,-75.0,-99.0,-77.5,-72.5,-108.0,-90.0,6.213500000000001,27.753,44.725,15.784,0.14696,5.0748,402.08,0.75516,0.20516,highlands,LP-GRS (Prettyman et al. 2006)
29,-75.0,-81.0,-77.5,-72.5,-90.0,-72.0,7.271800000000001,28.714,43.839,14.938,0.28711,4.3904,347.69,0.62541,0.16974,highlands,LP-GRS (Prettyman et al. 2006)
30,-75.0,-63.0,-77.5,-72.5,-72.0,-54.0,8.051400000000001,26.603,44.535,15.867,0.082176,4.7231000000000005,271.51,0.64884,0.17613,highlands,LP-GRS (Prettyman et al. 2006)
31,-75.0,-45.0,-77.5,-72.5,-54.0,-36.0,7.100199999999999,28.267999999999997,44.893,15.298,0.19646,4.5084,352.55,0.50101,0.13577,highlands,LP-GRS (Prettyman et al. 2006)
32,-75.0,-27.0,-77.5,-72.5,-36.0,-18.0,6.657399999999999,25.905,45.37,16.517,0.10651,4.831300000000001,287.94,0.63619,0.17268,highlands,LP-GRS (Prettyman et al. 2006)
33,-75.0,-9.0,-77.5,-72.5,-18.0,0.0,6.1777,27.062,44.92,16.166,0.26928,4.3908000000000005,246.83,0.51532,0.13968,highlands,LP-GRS (Prettyman et al. 2006)
34,-75.0,9.0,-77.5,-72.5,0.0,18.0,4.7295,25.859,45.114,16.644000000000002,0.3067499999999999,4.5398000000000005,209.99,0.40295,0.109,highlands,LP-GRS (Prettyman et al. 2006)
35,-75.0,27.0,-77.5,-72.5,18.0,36.0,6.0767,27.754,44.608,15.332,0.18335,4.47,230.38,0.38568,0.10429,highlands,LP-GRS (Prettyman et al. 2006)
36,-75.0,45.0,-77.5,-72.5,36.0,54.0,8.3546,25.35,45.298,15.723999999999998,0.0,4.0081,213.02,0.41403,0.11203,highlands,LP-GRS (Prettyman et al. 2006)
37,-75.0,63.0,-77.5,-72.5,54.0,72.0,5.2493,26.613999999999997,45.431,16.198,0.10012,4.6568,329.89,0.62968,0.1709,highlands,LP-GRS (Prettyman et al. 2006)
38,-75.0,81.0,-77.5,-72.5,72.0,90.0,7.2399,26.292,45.368,15.260000000000002,0.11699,5.1727,350.86,0.7932,0.21554,highlands,LP-GRS (Prettyman et al. 2006)
39,-75.0,99.0,-77.5,-72.5,90.0,108.0,7.8699,27.134000000000004,45.512,15.496,0.21254,5.3209,436.84,0.69902,0.18983,highlands,LP-GRS (Prettyman et al. 2006)
40,-75.0,117.0,-77.5,-72.5,108.0,126.0,8.3577,28.627999999999997,44.97,14.281,0.12056,4.8298,300.23,0.62007,0.16828,highlands,LP-GRS (Prettyman et al. 2006)
41,-75.0,135.0,-77.5,-72.5,126.0,144.0,8.5129,25.284,45.222,16.341,0.0,5.1785,372.67,0.75779,0.20588,highlands,LP-GRS (Prettyman et al. 2006)
42,-75.0,153.0,-77.5,-72.5,144.0,162.0,8.4551,25.621,46.903,15.429,0.35351,6.0264,493.29,1.1788,0.3208,highlands,LP-GRS (Prettyman et al. 2006)
43,-75.0,171.0,-77.5,-72.5,162.0,180.0,8.4605,25.284,44.333,15.526000000000002,0.34809,7.2587,714.06,1.5999,0.43578,highlands,LP-GRS (Prettyman et al. 2006)
44,-70.0,-174.0,-72.5,-67.5,-180.0,-168.0,10.693,22.216,45.522,14.429,0.10326,7.3366,886.55,2.1421,0.5838,highlands,LP-GRS (Prettyman et al. 2006)
45,-70.0,-162.0,-72.5,-67.5,-168.0,-156.0,6.770700000000001,18.945,45.652,16.216,0.86289,9.2539,1084.8,2.1872,0.59611,mare,LP-GRS (Prettyman et al. 2006)
46,-70.0,-150.0,-72.5,-67.5,-156.0,-144.0,7.0238,23.926,46.743,12.891,0.56527,7.9103,947.91,1.998,0.54444,highlands,LP-GRS (Prettyman et al. 2006)
47,-70.0,-138.0,-72.5,-67.5,-144.0,-132.0,8.6352,22.447,45.617,15.889,0.21957,7.767499999999999,735.2,1.7569,0.47863,highlands,LP-GRS (Prettyman et al. 2006)
48,-70.0,-126.0,-72.5,-67.5,-132.0,-120.0,8.5268,23.738,45.379999999999995,14.310999999999998,0.19773,6.7965,623.11,1.5374,0.4187,highlands,LP-GRS (Prettyman et al. 2006)
49,-70.0,-114.0,-72.5,-67.5,-120.0,-108.0,7.156899999999999,28.291,43.696,13.425,0.3327,5.2639,478.94,1.1356,0.30901,highlands,LP-GRS (Prettyman et al. 2006)
50,-70.0,-102.0,-72.5,-67.5,-108.0,-96.0,7.5802,25.369999999999997,45.207,15.3,0.19645,4.522,330.67,0.7764,0.21096,highlands,LP-GRS (Prettyman et al. 2006)
51,-70.0,-90.0,-72.5,-67.5,-96.0,-84.0,5.8736999999999995,28.595,44.577,15.619,0.19631,4.286700000000001,165.48,0.53798,0.14587,highlands,LP-GRS (Prettyman et al. 2006)
52,-70.0,-78.0,-72.5,-67.5,-84.0,-72.0,6.5442,24.023,46.297,16.189999999999998,0.2820399999999999,4.737100000000001,232.02,0.37062,0.10018,highlands,LP-GRS (Prettyman et al. 2006)
53,-70.0,-66.0,-72.5,-67.5,-72.0,-60.0,5.634,28.594,45.267,14.521,0.38362,4.0193,244.36,0.39609,0.10713,highlands,LP-GRS (Prettyman et al. 2006)
54,-70.0,-54.0,-72.5,-67.5,-60.0,-48.0,6.922499999999999,27.331,43.667,16.098000000000003,0.2065099999999999,4.3815,206.29,0.56017,0.15193,highlands,LP-GRS (Prettyman et al. 2006)
55,-70.0,-42.0,-72.5,-67.5,-48.0,-36.0,6.6651,27.966,43.57,16.266,0.3069199999999999,4.7976,99.804,0.57494,0.15596,highlands,LP-GRS (Prettyman et al. 2006)
56,-70.0,-30.0,-72.5,-67.5,-36.0,-24.0,7.1129999999999995,29.778,42.736,15.766,0.37736,4.232600000000001,214.65,0.50988,0.1382,highlands,LP-GRS (Prettyman et al. 2006)
57,-70.0,-18.0,-72.5,-67.5,-24.0,-12.0,6.7565,27.506000000000004,43.844,17.259,0.053343,4.3445,132.78,0.64318,0.17459,highlands,LP-GRS (Prettyman et al. 2006)
58,-70.0,-6.0,-72.5,-67.5,-12.0,0.0,4.281,30.281,45.666,15.026,0.018142,3.7773,262.36,0.41221,0.11153,highlands,LP-GRS (Prettyman et al. 2006)
59,-70.0,6.0,-72.5,-67.5,0.0,12.0,4.2962,26.697,43.709,17.371,0.4860299999999999,4.4951,266.32,0.37265,0.10073,highlands,LP-GRS (Prettyman et al. 2006)
60,-70.0,18.0,-72.5,-67.5,12.0,24.0,8.5009,30.178,41.637,14.404,0.1922799999999999,3.8228,158.31,0.37065,0.10019,highlands,LP-GRS (Prettyman et al. 2006)
61,-70.0,30.0,-72.5,-67.5,24.0,36.0,7.0488,27.918,43.575,16.286,0.055471,4.5341,309.88,0.45395,0.12293,highlands,LP-GRS (Prettyman et al. 2006)
62,-70.0,42.0,-72.5,-67.5,36.0,48.0,8.4245,29.953000000000003,42.272,15.012,0.02189,3.6499,180.74,0.53242,0.14435,highlands,LP-GRS (Prettyman et al. 2006)
63,-70.0,54.0,-72.5,-67.5,48.0,60.0,7.747,26.784999999999997,44.196000000000005,15.42,0.26611,4.1733,71.588,0.49667,0.13459,highlands,LP-GRS (Prettyman et al. 2006)
64,-70.0,66.0,-72.5,-67.5,60.0,72.0,5.5974,24.867,44.925,16.667,0.44243,4.6804,201.82,0.56358,0.15286,highlands,LP-GRS (Prettyman et al. 2006)
65,-70.0,78.0,-72.5,-67.5,72.0,84.0,6.624499999999999,27.798,42.883,16.183,0.44615,5.1871,363.77,0.61793,0.1677,highlands,LP-GRS (Prettyman et al. 2006)
66,-70.0,90.0,-72.5,-67.5,84.0,96.0,6.2015,25.847,45.326,15.074000000000002,0.42345,6.3023,369.86,0.86041,0.23389,highlands,LP-GRS (Prettyman et al. 2006)
67,-70.0,102.0,-72.5,-67.5,96.0,108.0,8.0649,28.516,43.857,14.061000000000002,0.43229,5.8454,361.18,0.73945,0.20087,highlands,LP-GRS (Prettyman et al. 2006)
68,-70.0,114.0,-72.5,-67.5,108.0,120.0,7.0872,29.194,43.384,15.709,0.15612,5.5418,292.14,0.52739,0.14298,highlands,LP-GRS (Prettyman et al. 2006)
69,-70.0,126.0,-72.5,-67.5,120.0,132.0,6.2009,28.407,46.418,15.666,0.31139,4.414499999999999,354.56,0.56857,0.15422,highlands,LP-GRS (Prettyman et al. 2006)
70,-70.0,138.0,-72.5,-67.5,132.0,144.0,8.4474,26.948,46.408,16.407,0.0,4.8098,424.39,0.84178,0.22881,highlands,LP-GRS (Prettyman et al. 2006)
71,-70.0,150.0,-72.5,-67.5,144.0,156.0,9.6545,26.321,45.433,15.615000000000002,0.0,5.9117999999999995,553.92,1.344,0.3659,highlands,LP-GRS (Prettyman et al. 2006)
72,-70.0,162.0,-72.5,-67.5,156.0,168.0,8.1816,26.83,44.213,16.667,0.26893,6.779599999999999,747.07,1.7635,0.48044,highlands,LP-GRS (Prettyman et al. 2006)
73,-70.0,174.0,-72.5,-67.5,168.0,180.0,8.4064,24.798,44.016,15.504,0.0,8.0085,1010.7,2.0859,0.56844,highlands,LP-GRS (Prettyman et al. 2006)
74,-65.0,-175.0,-67.5,-62.5,-180.0,-170.0,6.0176,21.655,44.499,17.482,0.55311,8.5602,1129.3,2.4516,0.66828,mare,LP-GRS (Prettyman et al. 2006)
75,-65.0,-165.0,-67.5,-62.5,-170.0,-160.0,6.9296999999999995,21.266,46.033,14.774,0.61112,8.4581,1056.2,2.2656,0.61751,mare,LP-GRS (Prettyman et al. 2006)
76,-65.0,-155.0,-67.5,-62.5,-160.0,-150.0,8.0034,23.116,45.312999999999995,14.543,0.32444,8.392,974.71,1.7479,0.47617,highlands,LP-GRS (Prettyman et al. 2006)
77,-65.0,-145.0,-67.5,-62.5,-150.0,-140.0,10.97,22.883,42.126000000000005,14.401,0.63381,7.8626,680.12,1.777,0.48412,highlands,LP-GRS (Prettyman et al. 2006)
78,-65.0,-135.0,-67.5,-62.5,-140.0,-130.0,7.0017,18.942,44.342,16.608,0.6879299999999999,8.44,846.17,1.9986,0.54461,mare,LP-GRS (Prettyman et al. 2006)
79,-65.0,-125.0,-67.5,-62.5,-130.0,-120.0,5.6552,28.492,42.639,15.317,0.31107,5.5545,724.8,1.5238,0.415,highlands,LP-GRS (Prettyman et al. 2006)
80,-65.0,-115.0,-67.5,-62.5,-120.0,-110.0,6.3748,25.695,44.641,15.403,0.18728,5.0892,457.14,1.0326,0.28091,highlands,LP-GRS (Prettyman et al. 2006)
81,-65.0,-105.0,-67.5,-62.5,-110.0,-100.0,5.2949,28.433000000000003,43.657,15.876,0.0,4.4199,318.2,0.57007,0.15463,highlands,LP-GRS (Prettyman et al. 2006)
82,-65.0,-95.0,-67.5,-62.5,-100.0,-90.0,4.3484,28.28,44.599,16.441,0.2206699999999999,3.9935,232.52,0.35045,0.094674,highlands,LP-GRS (Prettyman et al. 2006)
83,-65.0,-85.0,-67.5,-62.5,-90.0,-80.0,6.0908,26.082,44.552,16.317,0.10467,4.0911,176.04,0.25703,0.069169,highlands,LP-GRS (Prettyman et al. 2006)
84,-65.0,-75.0,-67.5,-62.5,-80.0,-70.0,3.9883,25.699,44.891,16.243,0.4115299999999999,4.6835,277.13,0.4331,0.11724,highlands,LP-GRS (Prettyman et al. 2006)
85,-65.0,-65.0,-67.5,-62.5,-70.0,-60.0,4.1141,28.609,43.669999999999995,16.839000000000002,0.3410499999999999,3.8033,214.66,0.35048,0.094681,highlands,LP-GRS (Prettyman et al. 2006)
86,-65.0,-55.0,-67.5,-62.5,-60.0,-50.0,6.6987000000000005,25.746,45.157,16.069,0.35478,4.0761,60.578,0.4139,0.112,highlands,LP-GRS (Prettyman et al. 2006)
87,-65.0,-45.0,-67.5,-62.5,-50.0,-40.0,4.8901,27.311000000000003,43.724,17.115,0.3288,4.8552,214.93,0.47774,0.12942,highlands,LP-GRS (Prettyman et al. 2006)
88,-65.0,-35.0,-67.5,-62.5,-40.0,-30.0,6.270100000000001,27.993,44.623000000000005,15.275,0.28902,4.8362,179.88,0.55549,0.15065,highlands,LP-GRS (Prettyman et al. 2006)
89,-65.0,-25.0,-67.5,-62.5,-30.0,-20.0,5.4863,28.505999999999997,41.947,18.238,0.2824,4.6446000000000005,191.47,0.60499,0.16416,highlands,LP-GRS (Prettyman et al. 2006)
90,-65.0,-15.0,-67.5,-62.5,-20.0,-10.0,6.2951999999999995,28.644,43.075,16.848,0.051422,4.2744,363.07,0.53563,0.14523,highlands,LP-GRS (Prettyman et al. 2006)
91,-65.0,-5.0,-67.5,-62.5,-10.0,0.0,5.0634,28.497,42.974,16.362,0.19849,4.3907,318.91,0.31503,0.085002,highlands,LP-GRS (Prettyman et al. 2006)
92,-65.0,5.0,-67.5,-62.5,0.0,10.0,7.8363,25.727,43.577,16.583000000000002,0.0,4.0847,138.67,0.52591,0.14257,highlands,LP-GRS (Prettyman et al. 2006)
93,-65.0,15.0,-67.5,-62.5,10.0,20.0,7.273899999999999,24.27,45.414,15.06,0.29094,4.6315,223.57,0.55504,0.15053,highlands,LP-GRS (Prettyman et al. 2006)
94,-65.0,25.0,-67.5,-62.5,20.0,30.0,7.1370000000000005,26.461,41.477,17.146,0.6641,4.3286999999999995,253.26,0.59729,0.16206,highlands,LP-GRS (Prettyman et al. 2006)
95,-65.0,35.0,-67.5,-62.5,30.0,40.0,3.9615,30.55,42.995,15.955,0.58048,4.1342,277.86,0.50895,0.13794,highlands,LP-GRS (Prettyman et al. 2006)
96,-65.0,45.0,-67.5,-62.5,40.0,50.0,7.868,25.290000000000003,43.398,16.853,0.16359,4.5775999999999994,165.75,0.50092,0.13575,highlands,LP-GRS (Prettyman et al. 2006)
97,-65.0,55.0,-67.5,-62.5,50.0,60.0,5.8854999999999995,26.798,44.517,16.45,0.4713799999999999,4.8038,118.92,0.50503,0.13687,highlands,LP-GRS (Prettyman et al. 2006)
98,-65.0,65.0,-67.5,-62.5,60.0,70.0,4.3301,27.33,44.952,16.146,0.477,4.501200000000001,167.27,0.5867,0.15917,highlands,LP-GRS (Prettyman et al. 2006)
99,-65.0,75.0,-67.5,-62.5,70.0,80.0,5.903,27.972,42.354,16.276,0.55071,4.9737,293.95,0.59328,0.16096,highlands,LP-GRS (Prettyman et al. 2006)
100,-65.0,85.0,-67.5,-62.5,80.0,90.0,7.4654,23.604,45.248,16.053,0.60426,5.8315,235.72,0.79266,0.2154,highlands,LP-GRS (Prettyman et al. 2006)
101,-65.0,95.0,-67.5,-62.5,90.0,100.0,5.895700000000001,25.885,43.094,16.949,0.7920999999999999,5.5462,327.39,0.62422,0.16941,highlands,LP-GRS (Prettyman et al. 2006)
102,-65.0,105.0,-67.5,-62.5,100.0,110.0,7.972300000000001,23.951,44.977,17.122,0.4381,5.4591,227.38,0.70998,0.19282,highlands,LP-GRS (Prettyman et al. 2006)
103,-65.0,115.0,-67.5,-62.5,110.0,120.0,4.36,28.572999999999997,45.2,16.109,0.39635,5.1396,346.64,0.53745,0.14572,highlands,LP-GRS (Prettyman et al. 2006)
104,-65.0,125.0,-67.5,-62.5,120.0,130.0,6.0417,27.255000000000003,45.464,16.644000000000002,0.17797,5.069,342.7,0.69365,0.18837,highlands,LP-GRS (Prettyman et al. 2006)
105,-65.0,135.0,-67.5,-62.5,130.0,140.0,5.5011,30.147,43.531,16.829,0.25619,4.8948,416.41,0.87571,0.23807,highlands,LP-GRS (Prettyman et al. 2006)
106,-65.0,145.0,-67.5,-62.5,140.0,150.0,5.9965,25.229000000000003,46.787,17.338,0.30266,5.8834,585.93,1.4178,0.38605,highlands,LP-GRS (Prettyman et al. 2006)
107,-65.0,155.0,-67.5,-62.5,150.0,160.0,7.5022,24.864,45.334,16.997,0.088491,7.6041,864.88,1.9487,0.531,highlands,LP-GRS (Prettyman et al. 2006)
108,-65.0,165.0,-67.5,-62.5,160.0,170.0,7.180000000000001,21.52,45.118,17.791999999999998,0.64745,7.7696,1012.9,2.2678,0.61811,highlands,LP-GRS (Prettyman et al. 2006)
109,-65.0,175.0,-67.5,-62.5,170.0,180.0,8.9574,21.214,46.158,15.899,0.33754,7.7186,1032.2,2.4475,0.66717,highlands,LP-GRS (Prettyman et al. 2006)
110,-60.0,-175.5,-62.5,-57.5,-180.0,-171.0,9.2462,18.989,45.712,15.364,0.50974,9.2898,879.69,2.0569,0.56053,mare,LP-GRS (Prettyman et al. 2006)
111,-60.0,-166.5,-62.5,-57.5,-171.0,-162.0,6.8149,15.998,46.854,16.475,1.1213000000000002,10.66,846.83,1.7069,0.46497,mare,LP-GRS (Prettyman et al. 2006)
112,-60.0,-157.5,-62.5,-57.5,-162.0,-153.0,9.7796,17.163,45.342,15.577,1.0670000000000002,9.6533,573.65,1.5008,0.40871,mare,LP-GRS (Prettyman et al. 2006)
113,-60.0,-148.5,-62.5,-57.5,-153.0,-144.0,8.659,23.893,43.468,13.516,0.5566599999999999,8.1578,806.13,1.8874,0.51426,mare,LP-GRS (Prettyman et al. 2006)
114,-60.0,-139.5,-62.5,-57.5,-144.0,-135.0,8.3797,21.708,44.407,14.507,0.6494599999999999,8.2314,822.74,2.1551,0.58735,mare,LP-GRS (Prettyman et al. 2006)
115,-60.0,-130.5,-62.5,-57.5,-135.0,-126.0,5.6464,19.485,46.814,16.792,0.51897,7.6815,1010.4,1.8019,0.49092,highlands,LP-GRS (Prettyman et al. 2006)
116,-60.0,-121.5,-62.5,-57.5,-126.0,-117.0,4.3941,24.724,45.421,15.428,0.55168,5.864,627.16,1.2096,0.32923,highlands,LP-GRS (Prettyman et al. 2006)
117,-60.0,-112.5,-62.5,-57.5,-117.0,-108.0,5.5128,26.636,45.338,15.282000000000002,0.19155,4.4134,260.04,0.71806,0.19503,highlands,LP-GRS (Prettyman et al. 2006)
118,-60.0,-103.5,-62.5,-57.5,-108.0,-99.0,5.291300000000001,28.358,46.373999999999995,15.187,0.0018363,3.8509,238.53,0.33781,0.091221,highlands,LP-GRS (Prettyman et al. 2006)
119,-60.0,-94.5,-62.5,-57.5,-99.0,-90.0,4.8336,26.405,45.622,16.108,0.4269099999999999,4.5487,184.33,0.35718,0.09651,highlands,LP-GRS (Prettyman et al. 2006)
120,-60.0,-85.5,-62.5,-57.5,-90.0,-81.0,5.9264,26.763,45.867999999999995,16.021,0.26853,3.526,99.51,0.2813,0.075795,highlands,LP-GRS (Prettyman et al. 2006)
121,-60.0,-76.5,-62.5,-57.5,-81.0,-72.0,4.3408,28.077,45.818,14.91,0.52134,4.218,156.95,0.24768,0.066615,highlands,LP-GRS (Prettyman et al. 2006)
122,-60.0,-67.5,-62.5,-57.5,-72.0,-63.0,4.518,26.3,46.579,16.384,0.060695,4.6427000000000005,265.48,0.2261,0.060726,highlands,LP-GRS (Prettyman et al. 2006)
123,-60.0,-58.5,-62.5,-57.5,-63.0,-54.0,5.1472,27.125,46.597,15.067,0.2611699999999999,5.0195,268.25,0.26828,0.07224,highlands,LP-GRS (Prettyman et al. 2006)
124,-60.0,-49.5,-62.5,-57.5,-54.0,-45.0,7.6836,23.974,45.032,17.147000000000002,0.2185299999999999,5.0138,150.97,0.25078,0.067462,highlands,LP-GRS (Prettyman et al. 2006)
125,-60.0,-40.5,-62.5,-57.5,-45.0,-36.0,7.417400000000001,26.253,45.698,16.938,0.1229499999999999,4.5163,233.31,0.34307,0.092657,highlands,LP-GRS (Prettyman et al. 2006)
126,-60.0,-31.5,-62.5,-57.5,-36.0,-27.0,6.3384,27.722,43.953,17.480999999999998,0.14901,5.0633,282.36,0.53684,0.14556,highlands,LP-GRS (Prettyman et al. 2006)
127,-60.0,-22.5,-62.5,-57.5,-27.0,-18.0,4.214799999999999,30.130000000000003,43.415,17.502000000000002,0.16869,4.2659,266.5,0.75046,0.20387,highlands,LP-GRS (Prettyman et al. 2006)
128,-60.0,-13.5,-62.5,-57.5,-18.0,-9.0,6.1816,31.782,42.077,15.653,0.087867,3.3634999999999997,174.2,0.49163,0.13321,highlands,LP-GRS (Prettyman et al. 2006)
129,-60.0,-4.5,-62.5,-57.5,-9.0,0.0,4.3126,26.148,46.259,17.218,0.40279,3.7768,209.01,0.50462,0.13676,highlands,LP-GRS (Prettyman et al. 2006)
130,-60.0,4.5,-62.5,-57.5,0.0,9.0,6.4419,26.406,43.625,16.66,0.41934,4.395700000000001,213.71,0.31582,0.085219,highlands,LP-GRS (Prettyman et al. 2006)
131,-60.0,13.5,-62.5,-57.5,9.0,18.0,5.57,28.504,42.42,15.848,0.18095,4.9083000000000006,338.94,0.64725,0.1757,highlands,LP-GRS (Prettyman et al. 2006)
132,-60.0,22.5,-62.5,-57.5,18.0,27.0,5.3898,29.013,41.694,16.442999999999998,0.47656,4.6632,363.27,0.60725,0.16478,highlands,LP-GRS (Prettyman et al. 2006)
133,-60.0,31.5,-62.5,-57.5,27.0,36.0,7.3195,30.837999999999997,41.487,14.851,0.37818,4.1703,299.64,0.50504,0.13688,highlands,LP-GRS (Prettyman et al. 2006)
134,-60.0,40.5,-62.5,-57.5,36.0,45.0,8.0663,32.068000000000005,42.76,13.864,0.15961,3.8437,190.42,0.36173,0.097751,highlands,LP-GRS (Prettyman et al. 2006)
135,-60.0,49.5,-62.5,-57.5,45.0,54.0,8.199,28.488000000000003,41.836,14.896,0.2421299999999999,4.884,210.87,0.59316,0.16093,highlands,LP-GRS (Prettyman et al. 2006)
136,-60.0,58.5,-62.5,-57.5,54.0,63.0,7.440099999999999,30.821,42.573,14.971,0.28636,4.0144,129.06,0.4095,0.11079,highlands,LP-GRS (Prettyman et al. 2006)
137,-60.0,67.5,-62.5,-57.5,63.0,72.0,5.2737,29.627,43.864,15.042,0.57326,4.295,107.93,0.47332,0.12822,highlands,LP-GRS (Prettyman et al. 2006)
138,-60.0,76.5,-62.5,-57.5,72.0,81.0,5.571899999999999,23.671,44.998,16.599,0.71336,6.241300000000001,231.35,0.53145,0.14409,highlands,LP-GRS (Prettyman et al. 2006)
139,-60.0,85.5,-62.5,-57.5,81.0,90.0,6.6233,23.082,44.01,17.362,0.69629,7.5504,271.25,0.54173,0.14689,highlands,LP-GRS (Prettyman et al. 2006)
