lat,lon,terrane,FeO,TiO2,Al2O3,CaO,MgO,SiO2,K,Th,U,PC1,PC2,PC3,I_FeTi,I_AlCa,I_KREEP,alloy_family,process_route,blend_window,confidence
-46.0,-93.75,highlands,5.9797,0.50139,17.580000000000002,20.873,9.4758,43.938,139.61,0.003663,0.0,-0.9224541621160576,0.7000029323097811,-0.03194094636036791,0.11832082877810497,0.5847181938143231,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-91.25,highlands,4.3988,1.0897,33.550999999999995,4.1306,8.395,46.209,110.67,0.089304,0.02338,0.016767647689040575,2.1701952925159698,1.7076330794649084,0.10956843817743263,0.5324817205126523,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-88.75,highlands,6.7249,0.92672,25.436,16.975,2.0372000000000003,42.202,0.0,0.43831,0.11866,-0.8221080800924241,-1.1528819068632803,1.211006554428488,0.14636016453705064,0.6222112742517374,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-86.25,highlands,4.1322,0.092892,28.997,18.266,2.8148,41.021,99.917,0.003663,0.0,-2.8736376655897784,-0.8984366225817116,-0.8799757713779669,0.07196185039055619,0.6855236639077752,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-83.75,highlands,6.0766,0.24548,25.405,13.476,6.7536,42.602,0.0,0.003663,0.0,-1.3878280883255492,0.5542176510708,-0.30690457732640464,0.11345388824050139,0.5683631343143549,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-81.25,highlands,3.9892,0.57821,33.582,13.116,4.7452000000000005,39.324,231.26,0.1253,0.033208,-1.1918238053688779,0.5058406534289365,0.9698756841260966,0.0833456324481206,0.655593608150824,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-78.75,highlands,3.0109,0.1742,29.999,17.509,2.3768,45.501000000000005,83.152,0.003663,0.0,-2.9308416506095756,-0.893855909566061,-0.021718449242219363,0.05470537880993999,0.7026066284176965,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-76.25,highlands,4.4882,0.45825,27.418,17.615,6.1369,49.635,7.84,0.0077104,0.0011049,-1.659488026583448,0.40077259452033026,0.42342035546351803,0.09181486973710798,0.6344325441294081,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-73.75,highlands,5.319,0.6692100000000001,19.087,16.433,7.2264,48.254000000000005,0.0,0.17328,0.046305,-0.9498509387884414,0.5834718627070719,0.5014128159411096,0.1133561484568047,0.5051809583391845,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-71.25,highlands,3.6964,1.1083,24.334,19.968,2.5256,45.828,184.6,0.082897,0.021631,-1.3956534941045164,-0.7386944169224409,1.5459728667423964,0.09653947667912359,0.6575085329548734,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-68.75,highlands,5.3963,0.50139,22.001,18.794,4.3237,49.037,228.66,0.077685,0.020208,-1.346872076732588,-0.3504213283722404,0.29879411972799164,0.10633055799586924,0.5795058441181509,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-66.25,highlands,4.1441,1.3023,27.562,17.443,2.0328,43.706,229.98,0.003663,0.0,-1.1377361158369277,-0.914131515429809,1.8218407926418452,0.11072211713778295,0.6724356003919202,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-63.75,highlands,6.0886000000000005,0.90918,24.556,18.545,2.0548,42.506,121.3,0.70698,0.19201,-0.8629968048146132,-1.2276341197775846,1.1122748015060593,0.1317188893397514,0.6371818997353682,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-61.25,highlands,5.9846,0.50139,33.419,13.585,8.847900000000001,37.595,69.707,0.43885,0.11881,-0.6602936007982241,1.2139794686476715,0.44266032067395567,0.11787641610449547,0.6472506121061168,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-58.75,highlands,6.8492,0.23671,23.874,18.108,2.5268,46.936,671.26,0.27722,0.07468,-1.4638238654838036,-1.448352485128039,-0.5762708044692171,0.11689390223038539,0.6120908324816459,0.021988168450157816,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-56.25,mare,8.0166,0.6799000000000001,21.181,17.829,2.7901,44.440000000000005,299.43,0.5798,0.15729,-0.5823875259346585,-1.0689163171471567,0.4493693515435918,0.15678663462869122,0.5777129627649368,0.0008444506951777939,Ni-superalloy / RHEA,DED + hybrid,0.7,medium
-46.0,-53.75,highlands,7.383000000000001,0.8013299999999999,31.22,10.16,6.629599999999999,41.38,302.87,0.17362,0.046399,-0.04862408768422693,0.8572142260029387,0.8494572644603978,0.15077131873424612,0.5896502522332808,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-51.25,highlands,7.7386,0.95682,23.24,14.727,7.799499999999999,42.617,110.83,0.71232,0.19346,0.015091594963684582,0.7461664619148292,0.6905740507241426,0.16315696438648614,0.5572539053557224,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-48.75,highlands,7.7858,0.91188,18.172,15.465000000000002,13.472,40.353,81.093,0.50276,0.13625,0.2161505228633936,1.475255543919087,0.4129173815030619,0.16363803197013727,0.47783475811731285,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-46.25,highlands,7.2973,0.63579,24.362,17.513,8.8614,40.128,601.46,0.45033,0.12194,-0.13279629791272668,0.683917127963459,0.12117530823295747,0.13864297554490934,0.5990494659287944,0.023015071147374444,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-43.75,highlands,6.6685,0.8163699999999999,26.801,17.448,8.9491,36.207,315.45,0.88517,0.24065,-0.03258189109916174,0.9540366511560383,0.5544159784944449,0.13578347915917424,0.602680752350275,0.01543218161828186,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-41.25,highlands,6.539499999999999,0.59501,25.463,18.047,3.9589,41.718,626.08,0.99767,0.27136,-0.5002597432676618,-0.5178947209936274,0.24942700403100593,0.12141182135903245,0.6361296543893022,0.048786186508315454,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-38.75,highlands,5.6853,0.8872,28.886,13.272,7.6958,43.459,293.29,1.0875,0.29588,-0.20322505420802628,0.9134431079210825,0.7879824185408341,0.1200443181435696,0.6223348699382409,0.022088243262088594,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-36.25,highlands,5.3687,0.17525,25.926,11.728,11.261,45.769,420.66,0.87136,0.23688,-1.1553699137621183,1.167508466117901,-1.0005238676519566,0.0895839494322225,0.5479552328843216,0.02449925559112863,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-33.75,highlands,5.5771,0.50139,25.811,16.607,13.077,39.854,118.33,0.87399,0.2376,-0.5886787615583947,1.505880650187072,0.08021421973761408,0.1083707036306378,0.6033051022976398,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-31.25,highlands,4.1456,1.0881,32.537,13.704,6.1369,46.682,410.65,0.96271,0.26182,-0.5620603757232866,0.714493890013982,1.2301192426903735,0.0978210144298777,0.668726999141824,0.027504076830767415,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-28.75,highlands,3.8902,0.50139,31.088,16.989,9.3493,38.779,504.59,0.7223,0.19619,-0.9385138743996593,1.152911817848634,0.3459889012691696,0.0731840495914353,0.6776807501500328,0.025802944284449708,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-26.25,highlands,4.8579,0.47273,31.852000000000004,11.622,4.0641,45.868,600.09,1.1198,0.30469,-0.8347723493018102,-0.06119429145776701,0.3556291722754811,0.08697917071704939,0.6315216296512508,0.05164546997513275,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-23.75,highlands,5.564100000000001,0.50139,25.396,15.242,7.969600000000001,45.756,464.66,1.1475,0.31227,-0.5960841644431222,0.6312950244208783,0.01098137079539601,0.10242670275564712,0.5971366093950445,0.04040083165327922,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-21.25,highlands,1.7822,1.4855,24.5775,12.64,5.7766,35.059000000000005,409.5,0.99095,0.26953,-0.7801957856587315,1.281419419729087,2.024893805453896,0.06841968131619024,0.48370959078450027,0.028611532013762944,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-18.75,highlands,3.3352,1.2605,29.674,14.865999999999998,6.6111,40.62,163.83,1.3474,0.36684,-0.5840842396439114,1.01936117450599,1.5017383578181736,0.09104990212556101,0.6372773375373039,0.021365438743945073,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-16.25,highlands,4.3958,1.3915,17.009,18.285,13.002,41.673,0.0,0.73197,0.19883,-0.20768606620401342,1.6301302223667562,1.073658557101369,0.11889612385993342,0.516856524070214,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-13.75,highlands,3.9589,0.54117,22.823,17.831,4.0077,49.171,297.58,0.17581,0.046997,-1.5603843069974144,-0.2726341638242343,0.5592115331716377,0.08047743056654878,0.5748329338238528,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-11.25,highlands,3.2984,0.48047,22.969,20.511,5.3134,43.827,86.806,0.88449,0.24047,-1.6648112763135485,0.20186758771377153,0.44000353001943265,0.06702228757573456,0.6562562051251004,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-8.75,highlands,2.5364,0.62737,37.695,15.265,2.6401,37.049,373.76,0.78148,0.21234,-1.6464797813366847,-0.2187718047479991,1.3541828124845794,0.05459687278385887,0.732208823610612,0.01633212059293787,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-6.25,highlands,4.3904,0.79492,23.925,14.055,3.3555,48.204,332.42,0.38353,0.1037,-1.0316813961068712,-0.32446899949544583,0.997970669402019,0.09552017476829884,0.5374069943913645,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-3.75,highlands,3.8118,0.50139,13.613,18.98,8.1975,51.871,297.87,0.27706,0.074638,-1.3194403963214443,0.5191394084034692,-0.008957235473155679,0.07614885439598694,0.438487994286328,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,-1.25,highlands,5.2154,0.50139,21.449,14.636,11.395,44.505,383.65,0.41269,0.11167,-0.6350373745055371,1.2469392036926474,0.026406694529567284,0.0997859652385459,0.5398351950947571,0.0013993662652470526,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,1.25,highlands,5.5638,1.3026,10.031,19.113,11.111,48.304,64.862,0.94058,0.25578,0.004739250351157392,0.9450177625896116,0.536248631570268,0.13536135526512488,0.4165821721715056,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,3.75,highlands,3.5763000000000003,0.37438,22.234,14.983,6.7368,50.275000000000006,320.63,0.8727,0.23725,-1.485086588585367,0.5086075480886323,0.002550754163953341,0.06531009766794184,0.5116101203118999,0.015372298135188936,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,6.25,highlands,4.704,0.50139,20.772,21.801,7.1476,41.001,261.17,0.89397,0.24305,-1.0128420628263142,0.3885935698719641,0.09628465349023539,0.09060660817674507,0.6230418028918155,0.010826172998963456,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,8.75,highlands,4.9863,0.15816,25.71,16.526,7.8376,40.256,268.64,0.76307,0.20732,-1.6041878027988572,0.550759985541839,-0.9352203552039029,0.08459121753329994,0.6036809757643888,0.0058895107223941034,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,11.25,highlands,7.1568000000000005,0.50139,15.806,20.258000000000003,6.3041,44.145,375.03,1.1284,0.30706,-0.45502415413373304,-0.12715277623325286,-0.31999233964615037,0.13241787972049274,0.550642922402449,0.03135080723483655,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,13.75,highlands,4.9227,0.26803,27.923,21.836,4.456,44.119,357.88,1.3204,0.35947,-1.5800091748477927,-0.45991009363257135,-0.4198029055976232,0.08396574410007308,0.7518933997322563,0.03802316576176719,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,16.25,highlands,4.5906,1.0906,26.158,11.963,10.124,42.235,0.0,1.2261,0.33373,-0.1911147841962047,1.5981225740153422,1.1201418422986016,0.11067140115890065,0.5519753589073886,0.0011125301603109664,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,18.75,highlands,6.370000000000001,0.6681,14.028,21.393,6.1369,52.685,704.07,0.8837,0.24025,-0.4472111480225301,-0.3372471743316057,-0.18654431009258285,0.12011368469801581,0.4771205155376597,0.051051753663492516,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,21.25,highlands,6.782299999999999,0.30366,15.005,15.671,8.0791,52.153000000000006,284.73,1.1417,0.31068,-0.8118799101275556,0.23429269666592153,-0.861625349065093,0.12027471309729243,0.4030277588916901,0.023630507892913266,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,23.75,highlands,6.2907,0.066297,17.25,14.75,9.759,49.333,379.94,0.55872,0.15153,-1.8810391930892152,0.37788504506705106,-2.269256473995612,0.10419423216983466,0.44285412179737804,0.007331152165062783,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,26.25,highlands,3.5627,0.50139,21.89,16.336000000000002,10.496,46.85,227.1,0.67324,0.1828,-1.212330544512307,1.23202162042665,0.2385304673504622,0.07127483795551871,0.5553237776286319,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,28.75,highlands,4.5057,0.5785,24.088,20.071,3.0444,45.772,580.85,0.36811,0.099493,-1.2955513333032163,-0.8317390927638479,0.5199257366249783,0.08701037440688057,0.6560393768493562,0.017590943767643835,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,31.25,highlands,4.6895,0.0064445,22.493,15.848999999999998,7.4671,41.425,395.27,0.7798,0.21189,-3.742629107439872,-0.1898710826703041,-4.272272057624544,0.07238293493077695,0.5551903925849255,0.018235254370019244,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,33.75,highlands,6.046399999999999,0.80862,18.389,14.371999999999998,8.286399999999999,48.386,212.8,0.81593,0.22175,-0.29725030397945257,0.7399030525674369,0.4246143397096879,0.12597012571818098,0.46071040950618436,0.003032885779500949,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,36.25,highlands,4.9119,0.39788,18.357,19.611,5.366,46.601,276.37,0.94617,0.2573,-1.229352242751117,-0.15328366977542887,-0.1773366783916752,0.09051066335187828,0.5588852020525685,0.014464020830882038,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,38.75,highlands,4.0548,1.103,33.587,15.064,5.846,44.119,362.48,0.33807,0.091294,-0.7622226449488116,0.6914532486204924,1.3948429581893433,0.09949219527002212,0.7247281977094305,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,41.25,highlands,2.6369,0.36873,34.804,14.856,4.2854,41.601,332.13,0.24903,0.066985,-2.0245009560976333,0.3135941565184076,0.6706960814272362,0.050183938967351766,0.7193017278650166,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,43.75,highlands,3.8278,0.5132300000000001,17.437,14.801,7.765700000000001,51.376,0.0,0.74615,0.2027,-1.2904329916574129,0.7639950146711703,0.2637743808209425,0.07932254769939721,0.430378591857812,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,46.25,highlands,3.0446,0.54815,28.912,13.243,11.127,41.106,0.0,0.36411,0.098401,-1.3010867945662934,1.827172676353796,0.7786525230904868,0.06769138826419362,0.6037987034473917,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,48.75,highlands,2.9694000000000003,0.50139,35.835,11.689,4.2577,45.913,0.0,0.08289,0.021629,-1.8741709074657675,0.5253443217262914,1.1141031382871571,0.06574350996730005,0.6900910014975463,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,51.25,highlands,5.5883,0.85299,23.99,19.456,7.696899999999999,39.542,0.0,0.40836,0.11048,-0.6333961807080754,0.7746174679498132,0.8123412111047554,0.12352913002890241,0.6204469460196009,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,53.75,highlands,4.772,0.11771,28.111000000000004,13.754,4.8451,45.906000000000006,365.49,0.62006,0.16828,-2.0395850148204713,-0.13559738661289736,-1.0480153196852846,0.07853919801698592,0.6113452383114025,0.008639322139736387,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,56.25,highlands,5.7446,0.97075,24.642,15.728,7.0136,43.147000000000006,242.12,0.27862,0.075063,-0.4117415571398979,0.6897847515645656,0.9210068297205044,0.12738352019134033,0.5979411071849153,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,58.75,highlands,5.6961,0.50139,15.573999999999998,15.848999999999998,6.1369,44.119,510.15,0.45607,0.12351,-0.6074496634556181,0.12205495144388817,-0.07496024707326923,0.1065540189756246,0.4758335928092956,0.014877736321450494,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,61.25,highlands,4.7341,0.2347199999999999,15.335,20.257,11.127,47.537,0.0,0.40319,0.10907,-1.6331682102080691,0.835708881026933,-0.821904586874375,0.087538154508784,0.5181010305561656,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,63.75,highlands,6.3864,0.50139,23.232,18.735,5.1262,45.462,0.0,0.32217,0.086952,-1.1243862309470145,-0.06132282913542222,0.2647709722326968,0.12647550209337013,0.6244531238845693,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,66.25,highlands,3.7231,0.50985,27.978,12.973,10.853,42.868,55.495,0.4562,0.12354,-1.1236089854438025,1.6316770044259756,0.539074150967914,0.07755577612314037,0.5996854278457113,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,68.75,highlands,5.9755,0.46674,20.802,16.676,3.1873,48.404,543.08,0.53099,0.14396,-1.016005611276348,-0.8940758744896373,0.07941120805636369,0.10972049676763994,0.5328358492321232,0.02111937691714806,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,71.25,highlands,6.026,1.0368,20.663,17.852999999999998,8.9648,40.295,293.99,0.35818,0.096782,-0.14158086010684287,0.9187797992230268,0.7659636750432435,0.13366785873413387,0.552136517388266,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,73.75,highlands,7.7356,1.1107,20.594,17.322000000000003,3.1021,45.577,376.05,0.10485,0.027625,-0.3108988072641992,-0.8003550581634482,0.9672248145571828,0.166669895393243,0.5624136778202017,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,76.25,highlands,7.0871,0.0260529999999999,21.864,13.989,12.117,45.261,86.159,0.40659,0.11,-2.465236663850848,0.7151069602634494,-3.0512716724825433,0.12176738852093784,0.5294817591869654,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,78.75,highlands,8.280899999999999,0.50139,19.797,18.254,6.5526,46.858,386.51,0.35384,0.095599,-0.5246979309159309,0.0018313672253922302,-0.18287318657375773,0.15517107712145728,0.555856570532158,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,81.25,highlands,7.881299999999999,0.8240799999999999,29.024,17.061999999999998,6.1369,39.967000000000006,592.37,0.003663,0.0,-0.13694887845615109,0.2710365833286613,0.6143813567087915,0.15710332156376927,0.6582003321760987,0.0029941333344276413,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,83.75,highlands,6.2223,0.24364,22.825,16.713,10.234,41.94,226.8,0.46495,0.12593,-1.0946233111788193,0.8703551871189186,-0.7083466479468961,0.11130836282940869,0.5780083604253016,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,86.25,highlands,7.2656,1.0519,33.35,14.075,3.7502,38.314,387.38,0.52942,0.14353,-0.09325469791714383,-0.11286449636948971,1.185284396112628,0.1546271039887709,0.6598018254335575,0.006755686911283837,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,88.75,mare,10.623,0.7645299999999999,14.017,19.065,4.7313,49.275000000000006,333.61,0.003663,0.0,-0.16257807368977933,-0.6424136240843398,0.07654910672515543,0.2080703212707965,0.4557486468214297,0.0,Ni-superalloy / RHEA,DED + hybrid,0.7,medium
-46.0,91.25,highlands,8.3131,0.43604,16.522000000000002,17.945,6.2434,49.587,292.91,0.7181,0.19504,-0.5938002742627105,-0.1757149500235714,-0.4396730939340711,0.15360894267958797,0.4819131004527488,0.0061861971181071465,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,93.75,mare,8.596,1.1783,20.863,14.562,3.8179,49.621,305.74,0.46203,0.12513,-0.040118522135371724,-0.47271321054258936,0.9034804449647302,0.18416487698335782,0.4796960828311282,0.0,Ni-superalloy / RHEA,DED + hybrid,0.7,medium
-46.0,96.25,highlands,6.653199999999999,1.0208,18.499,14.694,7.553400000000001,50.706,259.14,0.29006,0.078186,-0.2258498422858345,0.5756520865415871,0.6768436352986308,0.14514673267334774,0.4493238758657071,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,98.75,mare,8.076,0.86297,16.424,16.462,9.3848,46.854,227.14,0.49094,0.13303,0.007348374918185046,0.6976925038717239,0.26003589184034215,0.16526357483663273,0.467623566114386,0.0,Ni-superalloy / RHEA,DED + hybrid,0.7,medium
-46.0,101.25,highlands,7.329499999999999,0.47475,27.973,9.8075,9.7104,44.097,195.18,0.36997,0.1,-0.3105517155750884,1.274761675188673,0.1517088063097461,0.13972365549643742,0.5581017645420557,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,103.75,highlands,6.9535,0.089516,22.781,14.005999999999998,7.3894,48.669,301.76,0.30476,0.082199,-1.8075808639160924,0.15569058059237298,-1.714302748735982,0.11885785921835584,0.5163574311446869,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,106.25,highlands,6.2474,0.59054,31.045,13.214,2.8323,43.319,222.15,0.48696,0.13194,-0.8980551351459045,-0.5734562649106175,0.7618336687658543,0.12331904016486897,0.6516524725462525,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,108.75,highlands,4.612299999999999,1.0666,25.945,16.584,3.4311000000000003,47.442,307.36,0.5009,0.13575,-0.8775837688215494,-0.3427953941070603,1.256523488166018,0.10852064243424689,0.6135752001957921,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,111.25,highlands,6.0254,1.0447,27.638,13.137,2.8106,46.958,381.92,0.89085,0.2422,-0.4214612304994068,-0.6145425100006753,1.157413334754776,0.1308790640654626,0.5862609729326469,0.02177934686918437,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,113.75,highlands,4.6633,0.50139,30.471,16.283,9.7143,40.113,163.85,0.40289,0.10899,-0.9956878997134313,1.238497774942623,0.40177968772749245,0.09290131769752895,0.6677712537714658,0.0,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,116.25,highlands,6.1,0.1883,24.019,17.851,4.695,44.014,577.44,0.71009,0.19286,-1.415043874080048,-0.4816970716324641,-0.9208649603324168,0.10158779847353935,0.6299920040534904,0.03196758530215084,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,118.75,highlands,5.1449,0.2777,18.291,15.301,6.417200000000001,53.877,394.26,0.76591,0.20809,-1.3376785491189074,0.06289011068484641,-0.6292017264475207,0.08969535595488183,0.4312532399261185,0.01754562813245432,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,121.25,highlands,4.016900000000001,0.50139,35.825,14.946000000000002,6.1369,44.211,329.64,0.7339,0.19936,-1.241913446168739,0.6194657398204876,0.5661355510028812,0.07783613512445427,0.7559113292957419,0.010237593520208026,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,123.75,highlands,5.3772,0.5604600000000001,25.297,20.128,6.1369,44.024,568.01,0.55697,0.15105,-0.8472423936249787,0.1223812340442058,0.20483473241350034,0.10163584973457516,0.6854186589220499,0.02452429792559263,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,126.25,highlands,5.8779,0.50139,20.446,18.013,6.2335,46.57,396.4,0.54585,0.14802,-0.8410162222870133,0.10602159819938539,0.008936903007420427,0.11108713251097098,0.5636448805873463,0.00828977931723042,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,128.75,highlands,3.5403,0.2556199999999999,28.793000000000003,14.506,8.1078,42.816,396.09,0.55872,0.15153,-1.612984936716775,0.9213456568695934,-0.21651513293587382,0.060740241191183875,0.6358816990445566,0.008814027934046342,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,131.25,highlands,3.5352,0.50232,26.729000000000003,15.949,6.8606,48.28,668.6,0.59491,0.16141,-1.220136393939134,0.553982924147713,0.3026777473560242,0.06499892654729755,0.6081313277974782,0.03539012869099692,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,133.75,highlands,3.013,0.8027,32.292,9.1618,10.165,42.514,438.01,0.88217,0.23983,-0.5726131570747635,1.8957619660130993,1.0976946772773515,0.06779925188540091,0.5979788732817672,0.0265566154283539,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,136.25,highlands,6.3208,0.58347,27.881,12.877,5.3328,44.359,550.14,0.89273,0.24272,-0.3942744805801975,0.1826615685746751,0.3213720179754628,0.11849375945079288,0.6059624574774815,0.037306094766711415,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,138.75,highlands,4.412,0.23596,29.396,14.784,6.3001000000000005,44.351,522.7,1.0157,0.27628,-1.4150731475488192,0.3357850519825925,-0.473818379095442,0.07247331725423983,0.6588369436525506,0.040068343863657055,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,141.25,highlands,7.280499999999999,0.50139,20.041,19.297,4.5106,45.987,347.07,1.0788,0.2935,-0.6646511851530738,-0.531213751929762,-0.10235717751748413,0.13520175634777887,0.5830794356760908,0.026652408127537594,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,143.75,highlands,7.672,0.80567,17.238,19.555,4.8026,46.215,415.41,1.1889,0.32357,-0.17200376338407597,-0.4574771167369423,0.21341280202647342,0.15108332080185208,0.5447565712045351,0.03765699153332108,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,146.25,highlands,5.1066,0.6941499999999999,27.154,18.623,6.1369,42.364,1081.4,1.3177,0.35873,-0.2467040480141072,0.1005351690904697,0.2127444887498345,0.09153522078153371,0.6750561754010413,0.10433993211000112,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,148.75,highlands,6.515700000000001,0.8913300000000001,23.15,16.262,0.4262,49.295,605.42,1.5753,0.42906,-0.9333168890930258,-3.7615347923074496,1.137311871234479,0.12916583126734485,0.5532590312839564,0.07170116973399265,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
-46.0,151.25,highlands,6.4393,0.66486,26.858,14.316,7.0358,42.671,667.03,2.0381,0.55541,0.10060257024679412,0.4360208427875119,0.11490651832749604,0.11779725018930652,0.6035758708573219,0.09723760010694704,HEA / Ni-superalloy,PM + SLM/DED,0.5,medium
