,I_FeTi,I_FeTi,I_AlCa,I_AlCa,I_KREEP,I_KREEP
,mean,std,mean,std,mean,std
terrane,,,,,,
highlands,0.09638330099982766,0.031488021503794435,0.5773740422671637,0.08119413491524702,0.04681110296916509,0.04996012733201104
kreep,0.3359781746934025,0.14665437146568122,0.4242980806083001,0.11877298282729569,0.4272794620281244,0.14192084259963741
mare,0.2718518720768388,0.1176482189723038,0.4315855164045184,0.10667229439130442,0.13737369974327623,0.06713430579090345
